title,artist,url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
No Dribble,DaBaby x Stunna 4 Vegas,https://open.spotify.com/track/1gIlID64VBhXDDnzGDdn09,0.775,0.58,9,-6.83,1,0.439,0.0064,0.0,0.354,0.762,130.032,162680,4,1
Mirrorball,Taylor Swift,https://open.spotify.com/track/0ZNU020wNYvgW84iljPkPP,0.5529999999999999,0.413,2,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.10700000000001,208978,4,1
Blood On My Jeans,Juice WRLD,https://open.spotify.com/track/0fCwrjKfWxF3xQhZrYUw4T,0.868,0.55,6,-6.417000000000001,1,0.226,0.183,0.0,0.109,0.46399999999999997,117.943,154767,4,1
Lion King On Ice,J. Cole,https://open.spotify.com/track/1ZvBVbsaNqHEP6ymXaPGlj,0.732,0.6629999999999999,6,-7.6160000000000005,0,0.192,0.0819,0.0,0.115,0.22699999999999998,139.964,210587,4,1
Seven,Taylor Swift,https://open.spotify.com/track/6KJqZcs9XDgVck7Lg9QOTC,0.596,0.488,4,-10.769,1,0.0274,0.9,2.7000000000000002e-05,0.091,0.415,94.926,208907,4,1
This Is Me Trying,Taylor Swift,https://open.spotify.com/track/0j5renyfv1ChCoe1ca7bDP,0.515,0.47600000000000003,9,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.41200000000000003,135.886,195097,4,1
Illicit Affairs,Taylor Swift,https://open.spotify.com/track/7pv3FIt9AxFME58yM1ROwZ,0.5589999999999999,0.31,10,-10.445,1,0.0338,0.8809999999999999,0.0,0.106,0.46,119.845,190898,4,1
Mad Woman,Taylor Swift,https://open.spotify.com/track/2QDyYdZyhlP2fp79KZX8Bi,0.5920000000000001,0.6990000000000001,3,-8.995,1,0.0471,0.655,1.6800000000000002e-05,0.114,0.506,141.916,237258,4,1
The Climb Back,J. Cole,https://open.spotify.com/track/0FlfN5cbUUpIHCRH8X1M44,0.61,0.569,10,-9.447000000000001,0,0.345,0.0398,0.0,0.337,0.287,81.40899999999999,304640,4,1
Epiphany,Taylor Swift,https://open.spotify.com/track/08fa9LFcFBTcilB3iq2e2A,0.354,0.267,1,-13.69,1,0.0281,0.731,0.00040199999999999996,0.0858,0.113,94.219,289749,4,1
Peace,Taylor Swift,https://open.spotify.com/track/7MbT4I8qGntX4fMdqMQgke,0.647,0.272,5,-12.905999999999999,1,0.0916,0.9179999999999999,1.73e-05,0.0918,0.33899999999999997,150.04399999999998,234000,4,1
Hoax,Taylor Swift,https://open.spotify.com/track/6MWoRt97mnSTXZhu3ggi9C,0.662,0.18100000000000002,8,-15.065,1,0.0415,0.966,3.86e-06,0.133,0.429,118.819,220043,4,1
Go!,Kid LAROI & Juice WRLD,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ,0.48700000000000004,0.74,6,-4.973,1,0.0944,0.157,0.0,0.612,0.522,73.779,181688,4,1
Perfect,Logic,https://open.spotify.com/track/5jbDih9bLGmI8ycUKkN5XA,0.769,0.8290000000000001,0,-5.228,1,0.0661,0.00948,6.65e-05,0.301,0.648,159.94299999999998,100291,4,1
Sunday Best,Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,0.878,0.525,5,-6.832000000000001,1,0.0578,0.183,0.0,0.0714,0.6940000000000001,112.022,158571,4,1
Titanic,Juice WRLD,https://open.spotify.com/track/1YM6c2sxbf2Jacl9IFgn4I,0.5670000000000001,0.545,1,-6.667999999999999,0,0.0448,0.168,0.0,0.11199999999999999,0.23399999999999999,174.146,176650,4,1
Stay High,Juice WRLD,https://open.spotify.com/track/21CkzgKCBCq5V4XKjiGSIj,0.745,0.5,8,-6.184,1,0.135,0.439,0.0,0.0943,0.433,76.968,168685,4,1
Bad Energy,Juice WRLD,https://open.spotify.com/track/7d94IqWX2UmSKMGUYSGFJG,0.654,0.452,7,-6.36,1,0.0439,0.17,0.0,0.114,0.532,138.034,186749,4,1
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.97899999999998,165978,4,1
Tell Me U Luv Me,Juice WRLD & Trippie Redd,https://open.spotify.com/track/5JAYDuLRkODlVt6dgoalKk,0.66,0.76,2,-5.726,1,0.0787,0.29100000000000004,0.0,0.632,0.39399999999999996,127.984,180129,4,1
Up Up And Away,Juice WRLD,https://open.spotify.com/track/7pbg3ABlAZv2NiIdKbBBFm,0.6609999999999999,0.665,4,-6.356,0,0.053,0.5379999999999999,0.0,0.0981,0.486,75.059,147548,4,1
Fighting Demons,Juice WRLD,https://open.spotify.com/track/0440JCJyIAmINA8KcYgFb5,0.7070000000000001,0.67,7,-6.327999999999999,0,0.257,0.0813,0.0,0.098,0.235,163.099,200629,4,1
B.S.,Jhene Aiko Featuring H.E.R.,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ,0.617,0.525,8,-10.425999999999998,0,0.12,0.5539999999999999,1.1e-06,0.135,0.377,135.781,212867,4,1
Does To Me,Luke Combs Featuring Eric Church,https://open.spotify.com/track/0nGXi46VcQQ56ZJR428MKS,0.616,0.8490000000000001,0,-4.897,1,0.0373,0.311,0.0,0.311,0.638,113.065,223320,4,1
Man Of The Year,Juice WRLD,https://open.spotify.com/track/7AvprzMsRJpybaalckaT8c,0.621,0.695,4,-5.124,1,0.0911,0.00584,0.0,0.086,0.298,173.96599999999998,136408,4,1
Can't Die,Juice WRLD,https://open.spotify.com/track/4PPLJAEYBSOcnzr9TZoqf9,0.652,0.6709999999999999,2,-5.89,1,0.0756,0.0222,0.0,0.107,0.27399999999999997,84.008,182922,4,1
Chicago Freestyle,Drake Featuring Giveon,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,0.735,0.449,10,-7.507000000000001,1,0.34700000000000003,0.629,0.0,0.113,0.0397,122.947,220488,4,1
Flex,Polo G Featuring Juice WRLD,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz,0.752,0.6729999999999999,10,-5.792000000000001,0,0.153,0.0538,0.0,0.133,0.35,164.00900000000001,163902,4,1
Screw Juice,Juice WRLD,https://open.spotify.com/track/4F6YLjakjqWFTgC5qfEwPQ,0.595,0.528,5,-7.371,0,0.0935,0.08199999999999999,0.0,0.142,0.515,150.075,179464,4,1
Enjoy Yourself,Pop Smoke Featuring Karol G,https://open.spotify.com/track/3NWrHCwvyII4fTx05PN3IO,0.764,0.6759999999999999,11,-6.761,0,0.0927,0.389,0.0,0.215,0.461,97.02,197938,4,1
The Adventures Of Moon Man & Slim Shady,Kid Cudi & Eminem,https://open.spotify.com/track/38iBrrbbXyWaSPkmuDNgjZ,0.88,0.787,8,-5.189,1,0.11800000000000001,0.226,0.0,0.12,0.588,113.01799999999999,264834,4,1
I Want It,Juice WRLD,https://open.spotify.com/track/2SVx3uds6jTWALFxevIWMA,0.28800000000000003,0.638,4,-6.935,0,0.0779,0.133,8.159999999999999e-05,0.14,0.147,66.42399999999999,173114,3,1
Gangstas,Pop Smoke,https://open.spotify.com/track/1hg3RlqFZXJb5YgRoK9qmF,0.5479999999999999,0.506,4,-7.434,0,0.102,0.203,0.0001,0.0788,0.557,119.98700000000001,160000,5,1
Let It Go,Summer Walker,https://open.spotify.com/track/6qwLieyhZ2vhn3xuIOrw32,0.6509999999999999,0.47700000000000004,2,-6.775,1,0.0443,0.0796,0.0,0.1,0.217,112.66799999999999,191587,4,1
My Affection,Summer Walker & PARTYNEXTDOOR,https://open.spotify.com/track/2aSM4sbNN7cSmpYOG0sf46,0.632,0.495,7,-8.335,1,0.14300000000000002,0.33299999999999996,0.0,0.0941,0.233,77.083,213933,4,1
Aim For The Moon,Pop Smoke Featuring Quavo,https://open.spotify.com/track/6O7fPYTsb2mY0PiFt2ymDB,0.713,0.605,11,-7.487,1,0.107,0.49700000000000005,3.46e-06,0.115,0.43200000000000005,142.025,175756,4,1
Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,https://open.spotify.com/track/7idmHTAQQPUFqdjXkoooXD,0.711,0.774,7,-4.0680000000000005,1,0.0308,0.0317,0.0,0.124,0.9390000000000001,111.016,209733,4,1
Here And Now,Kenny Chesney,https://open.spotify.com/track/7qRVyZDt1Caftkk8CQlKtk,0.509,0.8140000000000001,9,-3.576,1,0.0532,0.0484,0.0,0.12,0.7120000000000001,148.034,171493,4,1
44 Bulldog,Pop Smoke,https://open.spotify.com/track/7sjFIZ1g5QLJLGja3k592K,0.8,0.564,8,-5.817,1,0.4,0.0287,1.65e-06,0.11199999999999999,0.318,139.989,150857,4,1
Gooba,6ix9ine,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,0.611,0.688,1,-5.688,1,0.341,0.0264,0.0,0.251,0.39299999999999996,178.46200000000002,132303,4,1
Dior,Pop Smoke,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,0.5479999999999999,0.805,7,-5.732,1,0.35100000000000003,0.212,0.000389,0.408,0.648,142.094,216387,4,1
High Fashion,Roddy Ricch Featuring Mustard,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,0.831,0.499,11,-8.442,0,0.114,0.26899999999999996,0.0,0.3,0.511,97.956,220487,4,1
Yea Yea,Pop Smoke,https://open.spotify.com/track/0bjgQ24UZGwKikldIyEOgf,0.7170000000000001,0.474,5,-8.383,0,0.40299999999999997,0.0509,0.0,0.139,0.44799999999999995,123.906,185804,4,1
Make It Rain,Pop Smoke Featuring Rowdy Rebel,https://open.spotify.com/track/4TgHt7vKCimpywaiKfl0uj,0.54,0.77,1,-3.9810000000000003,1,0.389,0.19399999999999998,2.7399999999999995e-05,0.37200000000000005,0.565,159.494,204000,4,1
What You Know Bout Love,Pop Smoke,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,0.7090000000000001,0.5479999999999999,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.5429999999999999,83.995,160000,4,1
Snitchin,Pop Smoke Featuring Quavo & Future,https://open.spotify.com/track/2FhEj9lvEIaJihjFprRrGt,0.9440000000000001,0.579,8,-4.961,1,0.191,0.0381,0.0,0.253,0.769,135.033,259346,4,1
Bad Bitch From Tokyo (Intro),Pop Smoke,https://open.spotify.com/track/4OGIeHtYhRTJ8iW21UUyZW,0.645,0.64,10,-6.871,0,0.179,0.395,1.04e-05,0.28600000000000003,0.674,140.248,48000,4,1
Creature,Pop Smoke Featuring Swae Lee,https://open.spotify.com/track/3IEBelBRCYrV9YqjhYluy1,0.794,0.7170000000000001,7,-5.73,1,0.251,0.0511,0.0,0.195,0.37200000000000005,141.881,202816,4,1
West Coast Shit,Pop Smoke Featuring Tyga & Quavo,https://open.spotify.com/track/1JDhNQ0oOT7XpclZn3aQ8F,0.831,0.762,11,-5.656000000000001,0,0.207,0.0885,0.0,0.107,0.495,99.999,192000,4,1
P*$$y Fairy (OTW),Jhene Aiko,https://open.spotify.com/track/48KXAIruJ07kJVCWOGohMV,0.5720000000000001,0.519,2,-7.0920000000000005,0,0.212,0.536,0.0,0.102,0.35,128.33100000000002,181860,4,1
Wash Us In The Blood,Kanye West Featuring Travis Scott,https://open.spotify.com/track/7mEUjhl6aTztdHCrxoTgBG,0.67,0.847,10,-4.85,1,0.409,0.184,0.0,0.304,0.381,137.22,189827,4,1
Diana,Pop Smoke Featuring King Combs,https://open.spotify.com/track/4Tc9PHEoeP17PQj3OOKXPu,0.794,0.792,7,-6.888999999999999,1,0.18600000000000003,0.22,0.0,0.0998,0.546,126.994,188976,4,1
Tunnel Vision (Outro),Pop Smoke,https://open.spotify.com/track/2SxR5RitJdsG6wINvJLBSD,0.718,0.66,2,-7.39,1,0.325,0.363,0.0,0.159,0.659,142.879,132587,4,1
Trollz,6ix9ine & Nicki Minaj,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso,0.7440000000000001,0.42200000000000004,1,-8.946,1,0.294,0.0319,0.00011,0.11,0.493,180.00599999999997,202667,4,1
After A Few,Travis Denning,https://open.spotify.com/track/1z6wl2rwKatfmza6usanWw,0.617,0.8490000000000001,10,-4.316,0,0.0355,0.0146,0.0,0.19399999999999998,0.695,106.99799999999999,213493,4,1
How You Like That,BLACKPINK,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,0.812,0.8,11,-4.282,1,0.077,0.0375,0.00011200000000000001,0.0638,0.35700000000000004,130.036,180947,4,1
Yo Perreo Sola,Bad Bunny,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw,0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.45299999999999996,97.014,172127,4,1
In Between,Scotty McCreery,https://open.spotify.com/track/2IuazAsyvbb3fFZb0Uvsmk,0.5920000000000001,0.9279999999999999,11,-5.402,1,0.0558,0.0166,1.4999999999999999e-05,0.12300000000000001,0.39299999999999996,121.99600000000001,221600,4,1
YaYa,6ix9ine,https://open.spotify.com/track/6EfBMJQwe2xLgldra6DaYp,0.672,0.733,11,-5.377000000000001,1,0.0566,0.0028899999999999998,0.0,0.19899999999999998,0.354,105.04299999999999,149857,4,1
Memories,Maroon 5,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,0.764,0.32,11,-7.209,1,0.0546,0.8370000000000001,0.0,0.0822,0.575,91.01899999999999,189486,4,1
Nobody But You,Blake Shelton Duet With Gwen Stefani,https://open.spotify.com/track/5M8goiFYynmNxhueYW6grR,0.46299999999999997,0.653,0,-5.515,1,0.0273,0.111,0.000136,0.172,0.233,143.912,194867,4,1
Hot Girl Bummer,blackbear,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9,0.782,0.5589999999999999,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.99200000000002,188344,1,1
Black Parade,Beyonce,https://open.spotify.com/track/2qzUpSVI4NnPyWxbXwumTj,0.8240000000000001,0.555,1,-5.817,1,0.05,0.00337,6.42e-06,0.217,0.0611,120.00200000000001,281273,4,1
Know My Rights,6LACK Featuring Lil Baby,https://open.spotify.com/track/7fsNNSLGG8Wi0nFbufCU6L,0.789,0.419,1,-9.874,0,0.157,0.249,0.0257,0.12300000000000001,0.542,117.988,194396,4,1
Daisies,Katy Perry,https://open.spotify.com/track/4uqh9bualXNHXXwO2wPorc,0.639,0.546,1,-5.382000000000001,1,0.0407,0.0837,0.0,0.122,0.149,122.179,173124,4,1
Grace,Lil Baby & 42 Dugg,https://open.spotify.com/track/01JMnRUs2YOK6DDpdQASGY,0.8170000000000001,0.513,10,-6.263,0,0.39399999999999996,0.38,0.0,0.109,0.177,123.029,203438,4,1
Believe It,PARTYNEXTDOOR & Rihanna,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD,0.43,0.7,6,-5.35,1,0.264,0.0902,0.0,0.21600000000000003,0.731,158.373,183219,4,1
In Your Eyes,The Weeknd,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,0.667,0.7190000000000001,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.7170000000000001,100.021,237520,4,1
Do It,Chloe X Halle,https://open.spotify.com/track/35Dh5MnCUPLN3XyAVtQff3,0.725,0.6679999999999999,5,-7.2860000000000005,0,0.055,0.0932,2.33e-06,0.11199999999999999,0.5660000000000001,82.96600000000001,176787,4,1
Stick That In Your Country Song,Eric Church,https://open.spotify.com/track/5lH14PEjAXYuMTz0Dd4L1D,0.536,0.863,0,-5.081,0,0.0362,0.0658,0.172,0.11800000000000001,0.405,89.979,228707,4,1
My Truck,Breland,https://open.spotify.com/track/6jGyDvL1Rf4XfwTb25o1HN,0.883,0.299,2,-8.382,1,0.105,0.23,7.62e-06,0.162,0.55,136.982,158329,4,1
X,Jonas Brothers Featuring Karol G,https://open.spotify.com/track/77fvnWALKJR0ws1VUx09CY,0.715,0.8270000000000001,4,-5.09,0,0.0617,0.0485,3.6099999999999997e-05,0.321,0.75,117.977,185277,4,1
Shotta Flow 5,NLE Choppa,https://open.spotify.com/track/1orjH4IkSH9VrWmRCToKV8,0.8059999999999999,0.7490000000000001,1,-5.268,1,0.32799999999999996,0.0838,0.0,0.0621,0.77,140.032,145167,4,1
I Hope You're Happy Now,Carly Pearce & Lee Brice,https://open.spotify.com/track/0Al3wN3keprGTSgG8NBwjr,0.591,0.815,10,-4.725,1,0.0366,0.168,8.68e-06,0.142,0.306,118.024,198689,4,1
Everything I Wanted,Billie Eilish,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,0.7040000000000001,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4,1
Snow On Tha Bluff,J. Cole,https://open.spotify.com/track/1oOEkBNp4zWnkD7nWjJdog,0.586,0.512,8,-8.818999999999999,0,0.0668,0.723,0.0002,0.11900000000000001,0.235,75.857,235480,4,1
Bleed,A Boogie Wit da Hoodie,https://open.spotify.com/track/5XzombolzpiaOSTdj1W0VS,0.698,0.5720000000000001,2,-7.735,1,0.198,0.135,0.0,0.154,0.391,71.446,176959,4,1
Tommy Lee,Tyla Yaweh & Post Malone,https://open.spotify.com/track/5QZKcQDp0tCcvMdyqEciBV,0.457,0.621,10,-5.922999999999999,1,0.138,0.218,0.0,0.0944,0.634,85.359,224638,3,1
Level Of Concern,twenty one pilots,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8,0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.14400000000000002,0.77,122.012,220051,4,1
One Shot,YoungBoy Never Broke Again Featuring Lil Baby,https://open.spotify.com/track/6HM2tjTLqJi0poAkCdnNTB,0.589,0.684,1,-4.51,0,0.39399999999999996,0.14300000000000002,0.0,0.214,0.261,112.59200000000001,196542,5,1
Need Me,J.I The Prince Of N.Y,https://open.spotify.com/track/2dzja72gQodveSpguIQGJl,0.815,0.5670000000000001,10,-4.6530000000000005,0,0.135,0.156,0.0,0.0884,0.732,95.03399999999999,151641,4,1
All In,Lil Baby,https://open.spotify.com/track/1ZRjLZcNTm1vUgrexBp3px,0.836,0.649,11,-6.442,1,0.332,0.0716,0.0,0.0943,0.294,95.084,156032,4,1
July,Noah Cyrus & Leon Bridges,https://open.spotify.com/track/3V0nnQhqvbE3JmiDdnzQFQ,0.708,0.21100000000000002,9,-9.603,0,0.0424,0.853,0.0,0.131,0.36200000000000004,72.5,152280,4,1
Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,https://open.spotify.com/track/7p9XrSFVULrZFzkUsUzxhb,0.606,0.6409999999999999,11,-4.375,1,0.0292,0.682,0.0,0.175,0.506,111.021,169613,4,1
Ride It.,Regard,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,0.88,0.7509999999999999,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,4,1
Otherside Of America,Meek Mill,https://open.spotify.com/track/3JBvJ9PwrYA1oeUzI3FMRI,0.73,0.772,5,-3.883,0,0.316,0.0878,0.0,0.401,0.40299999999999997,147.053,218103,4,1
Drinking Alone,Carrie Underwood,https://open.spotify.com/track/4objxuNfJlJHomkRIPa2Y2,0.691,0.732,5,-3.715,0,0.0294,0.0326,0.0,0.0608,0.47700000000000004,97.949,258293,3,1
Deep End Freestyle,Sleepy Hallow,https://open.spotify.com/track/4zTPYAf5scZdp0LnwPPeWK,0.8759999999999999,0.479,4,-6.687,0,0.44,0.703,0.0,0.102,0.7759999999999999,133.858,115200,4,1
The Man Who Loves You The Most,Zac Brown Band,https://open.spotify.com/track/58DvikiJcEjow3Skg80yxX,0.506,0.569,3,-6.761,1,0.0286,0.24600000000000002,0.0,0.11199999999999999,0.44,157.857,224287,4,1
My Oh My,Camila Cabello Featuring DaBaby,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,0.7240000000000001,0.491,8,-6.024,1,0.0296,0.018000000000000002,1.29e-05,0.0887,0.38299999999999995,105.046,170746,4,1
Dance Monkey,Tones And I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.07799999999999,209755,4,1
Out West,JACKBOYS Featuring Young Thug,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,157712,4,1
Sour Candy,Lady Gaga & BLACKPINK,https://open.spotify.com/track/6R6ZoHTypt5lt68MWbzZXv,0.752,0.87,9,-3.812,0,0.0623,0.0604,1.12e-05,0.489,0.784,120.006,157707,4,1
Turks,"NAV, Gunna & Travis Scott",https://open.spotify.com/track/0lSZh5W0wDeurkGzLYY6hf,0.893,0.618,7,-4.425,0,0.11199999999999999,0.0827,0.0,0.542,0.389,119.09899999999999,161377,4,1
Cooler Than A Bitch,Gunna Featuring Roddy Ricch,https://open.spotify.com/track/5LHHKZOwV8XW4LJP2C64mw,0.8370000000000001,0.586,11,-8.521,0,0.0807,0.281,0.0,0.134,0.618,117.066,197000,4,1
That Way,Lil Uzi Vert,https://open.spotify.com/track/5raTDhlbxFDnpn89bxArdH,0.7190000000000001,0.611,7,-5.01,0,0.0403,0.0582,0.0,0.155,0.489,129.96200000000002,212354,4,1
Hard Days,Brantley Gilbert,https://open.spotify.com/track/2AqbOAAgaNRygNIJYcM69I,0.308,0.616,8,-6.947,1,0.0363,0.0344,4.01e-06,0.102,0.41,72.273,178419,4,1
Catch,Brett Young,https://open.spotify.com/track/53cGGBxGPaRjP0HVUESyW5,0.5660000000000001,0.765,2,-6.337000000000001,1,0.0439,0.0248,0.0,0.0783,0.604,156.036,196440,4,1
Trillionaire,Future Featuring YoungBoy Never Broke Again,https://open.spotify.com/track/740kQ8xwSGloumdiKR5Cwz,0.768,0.526,0,-7.182,1,0.209,0.237,0.0,0.139,0.473,139.999,167552,4,1
Worldwide Beautiful,Kane Brown,https://open.spotify.com/track/431M98gFekRc9HdNfgWc7N,0.517,0.7240000000000001,11,-5.952999999999999,1,0.0443,0.0146,0.0,0.151,0.57,143.937,208978,4,1
Stupid Love,Lady Gaga,https://open.spotify.com/track/7yBbV2k2S2uhaQc24NF2xt,0.68,0.825,8,-4.296,1,0.0702,0.00173,0.000122,0.27,0.784,117.98700000000001,193533,4,1
TKN,ROSALIA & Travis Scott,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7,0.7759999999999999,0.509,0,-6.266,0,0.467,0.192,1.49e-06,0.115,0.485,94.634,129371,4,1
Godzilla,Eminem Featuring Juice WRLD,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,0.8079999999999999,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.8290000000000001,165.995,210800,4,1
T.D,"Lil Yachty & Tierra Whack Featuring A$AP Rocky & Tyler, The Creator",https://open.spotify.com/track/28tKH6PZn45uk9Z9ZAviQ8,0.784,0.632,10,-6.082999999999999,0,0.34700000000000003,0.156,0.0,0.605,0.746,124.603,232839,4,1
Alice,Lady Gaga,https://open.spotify.com/track/41A89rj3GoMG6ktN37L7PG,0.723,0.88,11,-4.287,0,0.038,0.0033399999999999997,0.0179,0.0632,0.32299999999999995,123.036,177600,4,1
Hasta Que Dios Diga,Anuel AA & Bad Bunny,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1,0.691,0.765,8,-4.727,1,0.111,0.46399999999999997,3.29e-06,0.203,0.855,174.021,246000,4,1
Lose Somebody,Kygo & OneRepublic,https://open.spotify.com/track/7xbWAw3LMgRMn4omR5yVn3,0.58,0.586,1,-6.882999999999999,1,0.0357,0.344,0.0,0.0755,0.507,147.988,199549,4,1
Sigues Con El,Arcangel x Sech,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,0.883,0.6679999999999999,9,-2.957,1,0.113,0.11,0.000529,0.0734,0.6759999999999999,87.97200000000001,226533,4,1
Solitaires,Future Featuring Travis Scott,https://open.spotify.com/track/4kfeRwpq5KUaqTkgi4TbDF,0.691,0.632,1,-7.598,1,0.0513,0.122,0.0,0.0646,0.488,169.982,205666,4,1
RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,0.721,0.716,10,-7.037000000000001,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,4,1
Sum 2 Prove,Lil Baby,https://open.spotify.com/track/2u3EyuCqqV31woqGvO9LBz,0.823,0.552,4,-7.57,0,0.324,0.0174,0.0,0.122,0.418,124.038,205760,4,1
Top Floor,Gunna Featuring Travis Scott,https://open.spotify.com/track/4YhJ3a6kBPGJWX4Ek77sDd,0.823,0.504,8,-8.65,0,0.16,0.20600000000000002,0.0,0.41700000000000004,0.48100000000000004,112.985,169907,4,1
Wunna,Gunna,https://open.spotify.com/track/0y7Ao3CVJsyKFmqdjutiIF,0.89,0.455,0,-9.0,1,0.255,0.0217,0.0058,0.11,0.313,148.009,158240,4,1
Blindfold,Gunna Featuring Lil Baby,https://open.spotify.com/track/02mYw61RoS1vXvkD9Q5dpN,0.889,0.507,2,-8.74,1,0.162,0.0562,0.0,0.11599999999999999,0.21899999999999997,111.994,154667,4,1
SkyBox,Gunna,https://open.spotify.com/track/7GwYENSg87oERcW0Wacd6m,0.779,0.7070000000000001,1,-6.527,1,0.16,0.0991,0.0,0.0934,0.34299999999999997,140.894,178097,4,1
Argentina,Gunna,https://open.spotify.com/track/4LkEHc33eXcXFQNwxruw7W,0.804,0.725,1,-9.463,1,0.0838,0.0912,0.0,0.0708,0.35600000000000004,139.967,149133,4,1
Met Gala,Gunna,https://open.spotify.com/track/4loM16743hROPC6uIJG6wM,0.873,0.5770000000000001,1,-9.151,1,0.271,0.353,0.0,0.111,0.956,117.089,149133,4,1
Daechwita,Agust D,https://open.spotify.com/track/0H4ugk6rhnXmTl47ayy9O5,0.65,0.8270000000000001,8,-4.013999999999999,1,0.0599,0.0229,0.0,0.121,0.223,144.995,225668,4,1
Nasty Girl / On Camera,Gunna,https://open.spotify.com/track/2f8y4CuG57UJEmkG3ujd0D,0.598,0.47200000000000003,0,-10.991,1,0.258,0.204,1.5399999999999998e-05,0.10800000000000001,0.522,120.08,230600,4,1
MOTW,Gunna,https://open.spotify.com/track/0JZUiKHoEDpsLvXfeqbZxV,0.8690000000000001,0.568,11,-7.631,0,0.10400000000000001,0.0759,0.00344,0.10099999999999999,0.39399999999999996,111.994,152680,4,1
Gimmick,Gunna,https://open.spotify.com/track/3IaxObCWKEaGtIT78GsEpP,0.938,0.546,2,-7.037000000000001,1,0.138,0.0035299999999999997,0.0,0.102,0.58,111.971,128640,4,1
Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,https://open.spotify.com/track/4PklAHGXT5ityno3IA8SKd,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,165726,4,1
Be Something,Polo G Featuring Lil Baby,https://open.spotify.com/track/65jw6GhwQW3Db55PxlPEpS,0.8290000000000001,0.52,8,-10.34,1,0.294,0.0232,0.0,0.134,0.248,136.10299999999998,194118,4,1
Feigning,Gunna,https://open.spotify.com/track/7qaoXmlsSrndaQeDRPpOeW,0.7929999999999999,0.536,5,-7.624,0,0.10300000000000001,0.0704,3.86e-06,0.171,0.382,78.006,165680,4,1
Someone You Loved,Lewis Capaldi,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.678999999999999,1,0.0319,0.7509999999999999,0.0,0.105,0.446,109.891,182161,4,1
